grib_id,hrap_x,hrap_y,bin_area
469734,35,420,7514696
469735,36,420,1659631
470854,34,421,1009243
470855,35,421,16052095
470856,36,421,5501049
471975,34,422,6823599
471976,35,422,16835076
471977,36,422,13878984
471978,37,422,692
473095,33,423,404924
473096,34,423,15897096
473097,35,423,6654427
473098,36,423,5744584
473099,37,423,4100308
473100,38,423,366246
474216,33,424,574226
474217,34,424,7002179
474218,35,424,945030
