"grib_id","hrap_x","hrap_y","bin_area","area_name"
491980,982,439,16129373,"Black"
491981,983,439,16124613,"Black"
491982,984,439,16119849,"Black"
491983,985,439,16115082,"Black"
491984,986,439,16110311,"Black"
491985,987,439,16105537,"Black"
491986,988,439,16100759,"Black"
491987,989,439,15811956,"Black"
491988,990,439,14811028,"Black"
491989,991,439,1731941,"Black"
493093,974,440,918239,"Black"
493094,975,440,15224132,"Black"
493095,976,440,16167427,"Black"
493096,977,440,16162679,"Black"
493097,978,440,16157927,"Black"
493098,979,440,16153171,"Black"
493099,980,440,16148412,"Black"
493100,981,440,16143650,"Black"
493101,982,440,16138883,"Black"
493102,983,440,16134114,"Black"
493103,984,440,16129341,"Black"
493104,985,440,16124564,"Black"
493105,986,440,16119784,"Black"
493106,987,440,16115000,"Black"
493107,988,440,16110213,"Black"
493108,989,440,16105423,"Black"
493109,990,440,8256788,"Black"
493110,991,440,386737,"Black"
494214,974,441,1943579,"Black"
494215,975,441,15113644,"Black"
494216,976,441,16177004,"Black"
494217,977,441,16172246,"Black"
494218,978,441,16167485,"Black"
494219,979,441,16162720,"Black"
494220,980,441,16157952,"Black"
494221,981,441,16153180,"Black"
494222,982,441,16148404,"Black"
494223,983,441,16143625,"Black"
494224,984,441,16138842,"Black"
494225,985,441,16134056,"Black"
494226,986,441,16129267,"Black"
494227,987,441,16124474,"Black"
494228,988,441,16119678,"Black"
494229,989,441,16114878,"Black"
494230,990,441,2547700,"Black"
495335,974,442,9876108,"Black"
495336,975,442,16191355,"Black"
495337,976,442,16186591,"Black"
495338,977,442,16181824,"Black"
495339,978,442,16177054,"Black"
495340,979,442,16172279,"Black"
495341,980,442,16167501,"Black"
495342,981,442,16162720,"Black"
495343,982,442,16157935,"Black"
495344,983,442,16153147,"Black"
495345,984,442,16148355,"Black"
495346,985,442,16143559,"Black"
495347,986,442,16138760,"Black"
495348,987,442,13706981,"Black"
495349,988,442,15688815,"Black"
495350,989,442,5996353,"Black"
495351,990,442,129486,"Black"
496455,973,443,416784,"Black"
496456,974,443,14194179,"Black"
496457,975,443,16200962,"Black"
496458,976,443,16196190,"Black"
496459,977,443,16191413,"Black"
496460,978,443,16186633,"Black"
496461,979,443,16181849,"Black"
496462,980,443,16177062,"Black"
496463,981,443,16172271,"Black"
496464,982,443,16167477,"Black"
496465,983,443,16162679,"Black"
496466,984,443,16157878,"Black"
496467,985,443,16129513,"Black"
496468,986,443,13006904,"Black"
496469,987,443,98792,"Black"
496470,988,443,1171089,"Black"
497576,973,444,5537493,"Black"
497577,974,444,16215359,"Black"
497578,975,444,16210581,"Black"
497579,976,444,15673829,"Black"
497580,977,444,10621329,"Black"
497581,978,444,11911150,"Black"
497582,979,444,16079000,"Black"
497583,980,444,16186633,"Black"
497584,981,444,16181833,"Black"
497585,982,444,15349135,"Black"
497586,983,444,11099592,"Black"
497587,984,444,9599728,"Black"
497588,985,444,3604221,"Black"
497589,986,444,32304,"Black"
498697,973,445,5255213,"Black"
498698,974,445,16224998,"Black"
498699,975,445,16220209,"Black"
498700,976,445,9845336,"Black"
498703,979,445,1743893,"Black"
498704,980,445,15032248,"Black"
498705,981,445,16191405,"Black"
498706,982,445,9036172,"Black"
499816,971,446,3151,"Black"
499817,972,446,8716676,"Black"
499818,973,446,14437348,"Black"
